id,gender_cd,wave,num_dates,partner_id,age,field_cd,race_cd,career_cd,prob,decision,rate_p_attr,rate_p_sinc,rate_p_intel,rate_p_fun,rate_p_amb,gender_p_attr,gender_p_sinc,gender_p_intel,gender_p_fun,gender_p_amb,gender_prob,weight
276,1,11,21,262,26,10.0,2.0,2.0,3,0,5,6,7,3,6,5,6,7,3,6,3,0.047619047619047616
373,1,14,20,344,29,8.0,3.0,7.0,8,0,7,9,9,10,9,7,9,9,10,9,8,0.05
285,1,11,21,270,24,5.0,6.0,7.0,6,1,6,6,6,6,6,6,6,6,6,6,6,0.047619047619047616
345,0,14,18,367,24,10.0,2.0,4.0,3,0,7,10,9,5,8,0,0,0,0,0,0,0.05555555555555555
33,0,2,16,47,30,3.0,2.0,6.0,2,0,4,5,6,7,7,0,0,0,0,0,0,0.0625
99,1,4,18,79,28,1.0,2.0,1.0,9,1,6,7,8,8,8,6,7,8,8,8,9,0.05555555555555555
128,1,5,10,117,21,5.0,2.0,5.0,8,1,8,8,9,9,7,8,8,9,9,7,8,0.1
274,1,11,21,256,24,3.0,3.0,2.0,7,0,4,8,8,5,9,4,8,8,5,9,7,0.047619047619047616
358,0,14,18,373,26,8.0,4.0,7.0,7,1,9,7,8,7,7,0,0,0,0,0,0,0.05555555555555555
387,0,15,19,415,25,3.0,2.0,3.0,10,0,7,5,8,6,6,0,0,0,0,0,0,0.05263157894736842
267,0,11,21,276,26,10.0,4.0,4.0,6,0,5,6,6,6,7,0,0,0,0,0,0,0.047619047619047616
382,0,15,19,408,28,14.0,2.0,6.0,5,1,7,6,6,8,6,0,0,0,0,0,0,0.05263157894736842
168,1,7,16,147,23,10.0,4.0,10.0,6,0,4,7,8,7,5,4,7,8,7,5,6,0.0625
88,0,4,18,96,23,11.0,2.0,9.0,5,0,3,7,9,2,10,0,0,0,0,0,0,0.05555555555555555
363,1,14,20,348,23,5.0,4.0,7.0,6,1,6,8,9,7,7,6,8,9,7,7,6,0.05
197,0,9,20,223,24,13.0,6.0,7.0,5,0,7,7,7,7,7,0,0,0,0,0,0,0.05
55,1,2,19,32,23,1.0,1.0,1.0,7,0,6,8,10,8,7,6,8,10,8,7,7,0.05263157894736842
281,1,11,21,267,27,3.0,2.0,2.0,1,0,5,5,6,7,8,5,5,6,7,8,1,0.047619047619047616
365,1,14,20,355,30,8.0,2.0,10.0,7,1,9,7,6,8,5,9,7,6,8,5,7,0.05
33,0,2,16,53,30,3.0,2.0,6.0,3,0,8,7,5,6,7,0,0,0,0,0,0,0.0625
262,0,11,21,282,29,3.0,2.0,10.0,6,0,8,8,7,7,7,0,0,0,0,0,0,0.047619047619047616
451,1,17,11,439,30,8.0,4.0,7.0,4,1,6,5,5,6,5,6,5,5,6,5,4,0.09090909090909091
364,1,14,20,347,27,8.0,3.0,7.0,5,0,3,8,6,5,8,3,8,6,5,8,5,0.05
214,1,9,20,213,23,10.0,2.0,2.0,3,1,8,8,8,7,9,8,8,8,7,9,3,0.05
287,1,11,21,260,22,13.0,4.0,6.0,6,1,7,8,8,6,6,7,8,8,6,6,6,0.047619047619047616
185,1,8,10,177,25,2.0,4.0,6.0,10,0,2,9,9,8,9,2,9,9,8,9,10,0.1
180,0,8,10,190,24,8.0,4.0,7.0,7,0,8,7,7,8,7,0,0,0,0,0,0,0.1
431,0,17,14,443,27,9.0,4.0,7.0,3,0,6,9,9,8,8,0,0,0,0,0,0,0.07142857142857142
355,0,14,18,375,24,3.0,2.0,3.0,7,1,9,6,7,7,7,0,0,0,0,0,0,0.05555555555555555
17,1,1,10,5,30,13.0,2.0,2.0,3,0,2,3,4,4,5,2,3,4,4,5,3,0.1
24,0,2,16,51,27,11.0,2.0,9.0,7,0,6,6,8,7,8,0,0,0,0,0,0,0.0625
92,0,4,18,109,29,9.0,2.0,7.0,8,1,7,9,9,7,9,0,0,0,0,0,0,0.05555555555555555
288,1,11,21,255,27,3.0,2.0,2.0,5,0,5,7,3,4,5,5,7,3,4,5,5,0.047619047619047616
91,0,4,18,105,25,1.0,6.0,1.0,8,1,7,10,10,10,10,0,0,0,0,0,0,0.05555555555555555
88,0,4,18,102,23,11.0,2.0,9.0,4,0,2,10,10,1,10,0,0,0,0,0,0,0.05555555555555555
233,1,9,20,207,29,13.0,4.0,7.0,6,1,9,8,8,8,8,9,8,8,8,8,6,0.05
446,1,17,11,435,28,8.0,3.0,7.0,4,0,5,5,8,6,9,5,5,8,6,9,4,0.09090909090909091
369,1,14,20,347,25,3.0,2.0,3.0,7,0,4,4,5,4,4,4,4,5,4,4,7,0.05
250,1,10,9,236,25,6.0,6.0,2.0,6,0,3,8,5,4,4,3,8,5,4,4,6,0.1111111111111111
35,0,2,16,55,25,2.0,2.0,7.0,8,0,6,8,8,8,8,0,0,0,0,0,0,0.0625
391,0,15,19,403,28,6.0,2.0,6.0,7,0,5,5,5,3,3,0,0,0,0,0,0,0.05263157894736842
349,0,14,18,367,33,3.0,2.0,7.0,9,1,4,8,7,8,5,0,0,0,0,0,0,0.05555555555555555
366,1,14,20,353,27,8.0,2.0,6.0,4,0,4,7,6,4,3,4,7,6,4,3,4,0.05
179,0,8,10,193,30,6.0,3.0,2.0,5,0,5,7,7,8,8,0,0,0,0,0,0,0.1
266,0,11,21,274,28,16.0,2.0,10.0,6,0,4,4,6,4,4,0,0,0,0,0,0,0.047619047619047616
330,0,13,9,338,22,5.0,4.0,10.0,9,0,4,9,8,6,8,0,0,0,0,0,0,0.1111111111111111
34,0,2,16,50,21,8.0,4.0,7.0,5,0,4,4,6,6,7,0,0,0,0,0,0,0.0625
198,0,9,20,231,23,13.0,4.0,7.0,4,0,5,5,5,4,4,0,0,0,0,0,0,0.05
55,1,2,19,23,23,1.0,1.0,1.0,7,0,6,9,10,8,10,6,9,10,8,10,7,0.05263157894736842
104,1,4,18,80,27,10.0,2.0,2.0,5,0,6,9,8,6,7,6,9,8,6,7,5,0.05555555555555555
156,0,7,16,173,30,8.0,1.0,7.0,7,1,6,9,10,9,9,0,0,0,0,0,0,0.0625
280,1,11,21,257,25,10.0,2.0,2.0,2,0,6,6,6,6,5,6,6,6,6,5,2,0.047619047619047616
254,0,11,21,275,22,7.0,2.0,2.0,4,0,8,7,6,5,4,0,0,0,0,0,0,0.047619047619047616
44,1,2,19,27,24,3.0,2.0,2.0,6,1,9,7,7,7,6,9,7,7,7,6,6,0.05263157894736842
436,0,17,14,440,23,1.0,2.0,1.0,10,1,10,10,10,10,10,0,0,0,0,0,0,0.07142857142857142
102,1,4,18,91,32,10.0,2.0,2.0,7,1,7,7,8,8,10,7,7,8,8,10,7,0.05555555555555555
99,1,4,18,92,28,1.0,2.0,1.0,9,1,6,7,8,5,7,6,7,8,5,7,9,0.05555555555555555
265,0,11,21,292,32,1.0,2.0,2.0,2,0,9,6,8,4,7,0,0,0,0,0,0,0.047619047619047616
402,1,15,18,383,29,2.0,4.0,7.0,9,1,7,9,5,7,5,7,9,5,7,5,9,0.05555555555555555
73,1,3,10,63,22,8.0,2.0,7.0,7,0,4,8,7,6,7,4,8,7,6,7,7,0.1
38,0,2,16,54,23,1.0,1.0,1.0,1,0,3,9,9,5,9,0,0,0,0,0,0,0.0625
378,1,14,20,345,29,8.0,2.0,7.0,7,0,7,8,7,8,7,7,8,7,8,7,7,0.05
412,1,15,18,396,27,8.0,2.0,7.0,7,0,6,8,8,7,8,6,8,8,7,8,7,0.05555555555555555
87,0,4,18,105,23,11.0,2.0,9.0,5,0,1,6,7,7,9,0,0,0,0,0,0,0.05555555555555555
115,0,5,10,130,21,3.0,2.0,3.0,8,0,6,9,9,9,9,0,0,0,0,0,0,0.1
259,0,11,21,291,25,10.0,2.0,2.0,4,0,6,8,8,6,7,0,0,0,0,0,0,0.047619047619047616
351,0,14,18,366,35,9.0,4.0,2.0,8,1,8,8,8,8,8,0,0,0,0,0,0,0.05555555555555555
275,1,11,21,266,21,5.0,2.0,7.0,7,1,6,6,8,6,6,6,6,8,6,6,7,0.047619047619047616
161,1,7,16,155,22,10.0,2.0,10.0,6,1,7,8,8,10,7,7,8,8,10,7,6,0.0625
97,1,4,18,85,29,10.0,2.0,2.0,7,0,6,6,6,5,7,6,6,6,5,7,7,0.05555555555555555
195,0,9,20,214,27,10.0,2.0,2.0,1,0,8,7,10,8,9,0,0,0,0,0,0,0.05
33,0,2,16,55,30,3.0,2.0,6.0,2,0,7,7,6,6,6,0,0,0,0,0,0,0.0625
345,0,14,18,371,24,10.0,2.0,4.0,7,0,8,10,8,7,7,0,0,0,0,0,0,0.05555555555555555
215,1,9,20,207,26,8.0,4.0,7.0,6,1,8,7,4,9,4,8,7,4,9,4,6,0.05
176,0,8,10,184,28,8.0,4.0,7.0,3,1,7,7,8,6,7,0,0,0,0,0,0,0.1
444,1,17,11,434,26,8.0,2.0,7.0,4,0,7,8,7,7,6,7,8,7,7,6,4,0.09090909090909091
353,0,14,18,372,25,9.0,4.0,2.0,5,1,7,8,8,8,8,0,0,0,0,0,0,0.05555555555555555
262,0,11,21,293,29,3.0,2.0,10.0,3,0,8,8,8,8,8,0,0,0,0,0,0,0.047619047619047616
103,1,4,18,80,26,8.0,2.0,7.0,5,0,7,8,8,6,7,7,8,8,6,7,5,0.05555555555555555
102,1,4,18,77,32,10.0,2.0,2.0,6,0,4,5,6,6,6,4,5,6,6,6,6,0.05555555555555555
208,0,9,20,229,25,10.0,1.0,7.0,5,1,8,8,8,8,8,0,0,0,0,0,0,0.05
367,1,14,20,357,27,13.0,2.0,13.0,6,0,6,7,8,6,6,6,7,8,6,6,6,0.05
241,0,10,9,246,29,8.0,4.0,7.0,5,0,4,9,8,6,6,0,0,0,0,0,0,0.1111111111111111
348,0,14,18,376,21,9.0,4.0,2.0,5,1,7,8,10,5,9,0,0,0,0,0,0,0.05555555555555555
390,0,15,19,413,30,9.0,4.0,2.0,8,1,6,8,8,8,8,0,0,0,0,0,0,0.05263157894736842
87,0,4,18,103,23,11.0,2.0,9.0,6,0,3,5,6,4,7,0,0,0,0,0,0,0.05555555555555555
426,1,16,6,416,24,8.0,2.0,13.0,7,1,8,6,5,8,5,8,6,5,8,5,7,0.16666666666666666
174,0,8,10,187,29,8.0,4.0,7.0,8,1,5,5,5,5,5,0,0,0,0,0,0,0.1
20,1,1,10,1,24,8.0,2.0,7.0,6,0,6,6,6,6,6,6,6,6,6,6,6,0.1
344,0,14,18,364,26,13.0,3.0,9.0,9,1,9,9,9,9,7,0,0,0,0,0,0,0.05555555555555555
159,1,7,16,156,28,10.0,2.0,2.0,3,0,6,7,7,5,5,6,7,7,5,5,3,0.0625
353,0,14,18,374,25,9.0,4.0,2.0,5,1,6,7,7,6,6,0,0,0,0,0,0,0.05555555555555555
334,1,13,10,327,29,8.0,4.0,4.0,6,1,9,7,7,8,8,9,7,7,8,8,6,0.1
269,0,11,21,276,24,7.0,2.0,2.0,8,0,6,8,9,6,8,0,0,0,0,0,0,0.047619047619047616
341,0,14,18,374,23,13.0,4.0,10.0,8,0,6,10,9,8,8,0,0,0,0,0,0,0.05555555555555555
93,0,4,18,95,29,5.0,2.0,2.0,6,1,7,8,7,7,7,0,0,0,0,0,0,0.05555555555555555
405,1,15,18,387,30,13.0,1.0,9.0,5,1,9,9,9,9,9,9,9,9,9,9,5,0.05555555555555555
397,1,15,18,385,24,1.0,2.0,1.0,8,1,9,9,8,9,9,9,9,8,9,9,8,0.05555555555555555
149,0,7,16,163,28,13.0,2.0,2.0,7,0,5,6,6,4,4,0,0,0,0,0,0,0.0625
231,1,9,20,199,30,13.0,3.0,9.0,5,1,9,4,6,6,6,9,4,6,6,6,5,0.05
53,1,2,19,39,28,4.0,2.0,4.0,6,0,5,8,8,7,9,5,8,8,7,9,6,0.05263157894736842
451,1,17,11,431,30,8.0,4.0,7.0,4,1,6,5,5,5,5,6,5,5,5,5,4,0.09090909090909091
276,1,11,21,263,26,10.0,2.0,2.0,6,1,8,5,7,8,7,8,5,7,8,7,6,0.047619047619047616
111,1,4,18,80,27,8.0,4.0,7.0,4,0,5,5,6,3,5,5,5,6,3,5,4,0.05555555555555555
105,1,4,18,80,25,1.0,1.0,1.0,1,1,6,9,9,6,5,6,9,9,6,5,1,0.05555555555555555
337,1,13,10,330,28,5.0,2.0,5.0,5,1,10,7,8,8,8,10,7,8,8,8,5,0.1
125,1,5,10,113,21,4.0,2.0,4.0,5,1,8,8,7,7,7,8,8,7,7,7,5,0.1
90,0,4,18,97,23,10.0,4.0,10.0,3,1,7,6,8,7,7,0,0,0,0,0,0,0.05555555555555555
289,1,11,21,272,28,8.0,4.0,7.0,2,0,6,4,4,6,3,6,4,4,6,3,2,0.047619047619047616
163,1,7,16,155,26,9.0,2.0,2.0,4,0,8,6,6,6,6,8,6,6,6,6,4,0.0625
79,0,4,18,95,26,5.0,4.0,5.0,5,0,5,6,6,5,5,0,0,0,0,0,0,0.05555555555555555
225,1,9,20,210,28,8.0,3.0,7.0,5,0,5,6,5,4,3,5,6,5,4,3,5,0.05
448,1,17,11,439,22,1.0,2.0,7.0,7,1,8,7,7,8,6,8,7,7,8,6,7,0.09090909090909091
